,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Product code,Product label,United States of America's exports to Zambia,United States of America's exports to Zambia,United States of America's exports to Zambia,Zambia's imports from world,Zambia's imports from world,Zambia's imports from world,Zambia's imports from world,United States of America's exports to world,United States of America's exports to world,United States of America's exports to world,United States of America's exports to world
1,Product code,Product label,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023
67,'03,"Fish and crustaceans, molluscs and other aquatic invertebrates",0,0,0,,124809,143486,167076,,4854294,5077262,4709611
68,'13,"Lac; gums, resins and other vegetable saps and extracts",0,0,0,,1138,1640,1989,,634679,693972,603222
69,'14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,0,0,0,,10,4,1,,32506,31254,25974
70,'15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; ...",0,0,0,,179776,168221,130392,,4279475,4340585,2748547
71,'16,"Preparations of meat, of fish, of crustaceans, molluscs or other aquatic invertebrates, or ...",0,0,0,,2124,3446,1549,,2341858,2564607,2400752
72,'17,Sugars and sugar confectionery,0,3,0,,15220,30561,14563,,2068251,2439096,2729350
73,'18,Cocoa and cocoa preparations,0,10,0,,7308,7839,10404,,1979976,2024138,2098865
74,'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",6,5,0,,35649,39070,41785,,4356778,4869079,5162951
75,'20,"Preparations of vegetables, fruit, nuts or other parts of plants",0,0,0,,22649,22853,25840,,5005347,5385444,5442010
76,'60,Knitted or crocheted fabrics,0,0,0,,589,572,578,,821834,905325,751910
77,'65,Headgear and parts thereof,3,3,0,,1668,1409,2242,,363053,520352,519846
78,'66,"Umbrellas, sun umbrellas, walking sticks, seat-sticks, whips, riding-crops and parts thereof",5,0,0,,790,1091,548,,44899,57514,52977
79,'67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles ...,0,0,0,,1852,2242,2177,,131555,159929,143078
80,'69,Ceramic products,81,86,0,,33640,39160,33633,,2291792,2488620,2329982
81,'45,Cork and articles of cork,0,0,0,,13,17,45,,21103,26438,26842
82,'46,"Manufactures of straw, of esparto or of other plaiting materials; basketware and wickerwork",0,0,0,,87,73,88,,27025,21764,31278
83,'43,Furskins and artificial fur; manufactures thereof,0,0,0,,11,8,46,,142967,122462,101152
84,'41,Raw hides and skins (other than furskins) and leather,0,0,0,,18,5,12,,1863084,1762333,1550763
85,'50,Silk,0,0,0,,337,19,84,,5538,5445,6626
86,'51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",0,0,0,,62,37,23,,61276,62325,62071
87,'52,Cotton,0,0,0,,1338,1803,1669,,7129541,10744033,7296980
88,'53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,0,0,0,,670,1413,878,,21699,23910,23615
89,'54,Man-made filaments; strip and the like of man-made textile materials,0,0,0,,5285,4689,5829,,1469319,1633167,1532639
90,'55,Man-made staple fibres,0,3,0,,20262,27576,31755,,2092227,2320179,2210887
91,'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",22,6,0,,5479,10037,12795,,2605897,2611644,2542395
92,'57,Carpets and other textile floor coverings,0,0,0,,2421,2098,1716,,776609,777073,753219
93,'97,"Works of art, collectors' pieces and antiques",10,6,0,,358,853,380,,8679821,11022556,11126131
94,'75,Nickel and articles thereof,0,84,0,,28,61,720,,2204622,3142630,4071617
95,'78,Lead and articles thereof,0,0,0,,3905,1792,1752,,270871,192932,235419
96,'79,Zinc and articles thereof,0,0,0,,18508,27844,33546,,408976,542242,383422
97,'80,Tin and articles thereof,0,0,0,,262,500,533,,238451,261297,244797
98,'91,Clocks and watches and parts thereof,5,3,0,,630,632,630,,1519662,1656127,1790459
99,'92,Musical instruments; parts and accessories of such articles,0,0,0,,983,1179,1521,,851690,935608,928733
