,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Product code,Product label,United States of America's exports to Belgium,United States of America's exports to Belgium,United States of America's exports to Belgium,Belgium's imports from world,Belgium's imports from world,Belgium's imports from world,Belgium's imports from world,United States of America's exports to world,United States of America's exports to world,United States of America's exports to world,United States of America's exports to world
1,Product code,Product label,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023
50,'69,Ceramic products,40616,45278,34035,,1217020,1305526,1121654,,2291792,2488620,2329982
51,'21,Miscellaneous edible preparations,31134,26410,28018,,1861261,1776144,1993047,,10487862,10459069,10272263
52,'86,"Railway or tramway locomotives, rolling stock and parts thereof; railway or tramway track fixtures ...",804,7099,27681,,384504,436036,658985,,2653173,3522489,3615147
53,'94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; ...",20568,23067,26844,,5190950,4777961,4540690,,9277421,10087139,10055768
54,'63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,23031,21669,24934,,1327316,1273472,1161083,,2892580,2939810,2618858
55,'10,Cereals,12549,22377,20609,,2836868,3244761,2768797,,30352567,31578972,23343580
56,'61,"Articles of apparel and clothing accessories, knitted or crocheted",10978,18864,20477,,5234143,5743070,4718112,,3030769,3492789,3394027
57,'83,Miscellaneous articles of base metal,18989,21779,18798,,1286358,1202843,1214524,,4983597,5697372,5840037
58,'96,Miscellaneous manufactured articles,17435,16663,18588,,1167785,1103229,1164703,,2336068,2661046,2643892
59,'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",20132,12983,16633,,917717,801139,779421,,4209947,4245569,4079717
60,'07,Edible vegetables and certain roots and tubers,17842,18246,13831,,2465623,2442820,3147826,,4927469,5041199,5335168
61,'42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...",4768,7355,13661,,1167618,1273131,1261934,,1434670,1608212,1638216
62,'03,"Fish and crustaceans, molluscs and other aquatic invertebrates",11434,19283,12547,,1849698,1918824,1772011,,4854294,5077262,4709611
63,'80,Tin and articles thereof,9177,11880,10910,,250308,321133,250109,,238451,261297,244797
64,'68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",10353,7324,10299,,1096055,1081918,1029801,,3853827,4288233,4354265
65,'78,Lead and articles thereof,15945,11000,8768,,157064,153866,170898,,270871,192932,235419
66,'02,Meat and edible meat offal,14032,4862,8718,,1925675,1980870,2133614,,22124262,23344302,21807421
67,'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",4191,2857,5623,,2470217,2568856,3103117,,4356778,4869079,5162951
68,'62,"Articles of apparel and clothing accessories, not knitted or crocheted",8221,8061,5435,,3764844,3984965,3679078,,2163568,2646804,2839139
69,'79,Zinc and articles thereof,6889,2852,5330,,1094963,1164884,1206902,,408976,542242,383422
70,'18,Cocoa and cocoa preparations,10489,5493,5148,,3258191,2862556,3427556,,1979976,2024138,2098865
71,'64,"Footwear, gaiters and the like; parts of such articles",5673,8985,4793,,4440570,5296558,4643159,,1150007,1343430,1414362
72,'05,"Products of animal origin, not elsewhere specified or included",5126,6819,4654,,198357,234495,236503,,1241815,1346056,1396492
73,'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",8966,7688,4542,,213647,220247,237906,,2089033,2235287,2037867
74,'92,Musical instruments; parts and accessories of such articles,5454,12196,4121,,195939,144607,132113,,851690,935608,928733
75,'17,Sugars and sugar confectionery,11509,15644,4095,,1044964,1095733,1426656,,2068251,2439096,2729350
76,'16,"Preparations of meat, of fish, of crustaceans, molluscs or other aquatic invertebrates, or ...",731,5835,3737,,1378302,1429176,1624904,,2341858,2564607,2400752
77,'60,Knitted or crocheted fabrics,5346,4441,3055,,131990,132898,95681,,821834,905325,751910
