,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Product code,Product label,United States of America's imports from Afghanistan,United States of America's imports from Afghanistan,United States of America's imports from Afghanistan,Afghanistan's exports to world,Afghanistan's exports to world,Afghanistan's exports to world,Afghanistan's exports to world,United States of America's imports from world,United States of America's imports from world,United States of America's imports from world,United States of America's imports from world
1,Product code,Product label,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023
2,'TOTAL,All products,22872,23806,21008,,1993422,1667805,1599808,,2935314152,3375948186,3172533052
3,'08,Edible fruit and nuts; peel of citrus fruit or melons,5603,6408,8902,,644378,447157,585389,,22227898,24120677,24218490
4,'57,Carpets and other textile floor coverings,7891,8457,4925,,21897,26046,17568,,4216539,3929830,3428095
5,'09,"Coffee, tea, mat̩ and spices",1055,1621,1286,,88095,69425,77295,,9431815,12493454,10558710
6,'20,"Preparations of vegetables, fruit, nuts or other parts of plants",1455,1537,1227,,6708,3909,2447,,10976028,13668877,13570806
7,'22,"Beverages, spirits and vinegar",29,147,843,,2135,6392,18026,,30975074,33727111,30960904
8,'97,"Works of art, collectors' pieces and antiques",482,771,715,,3171,1090,1493,,8377261,10349607,10460361
9,'17,Sugars and sugar confectionery,171,183,544,,533,2567,869,,5276752,6474233,6938019
10,'84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1022,17,415,,8353,2719,2861,,427918555,475932653,459195220
11,'71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad ...",2131,2659,409,,434984,16481,6052,,95969683,96960127,89549261
12,'99,Commodities not elsewhere specified,1098,547,398,,1946,1655,1085,,120523238,117234923,124977171
13,'07,Edible vegetables and certain roots and tubers,50,45,218,,154422,165261,224295,,13483057,14744347,15444295
14,'24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, ...",20,377,124,,1276,1157,684,,2617244,2855604,2992003
15,'21,Miscellaneous edible preparations,77,150,119,,674,339,353,,11125287,13107006,11932595
16,'62,"Articles of apparel and clothing accessories, not knitted or crocheted",39,56,117,,619,707,1456,,35037691,44567971,36346897
17,'39,Plastics and articles thereof,16,71,104,,1339,1302,1673,,82383519,89879630,72346644
18,'33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",46,4,101,,381,337,2773,,16512895,19450808,20086344
19,'85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television ...",304,135,95,,5062,4711,5759,,415442291,477145907,463363545
20,'63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,20,62,89,,303,268,215,,22017576,20880022,16829265
21,'12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal ...",20,120,76,,51666,38776,42766,,2903673,3515909,3188509
22,'73,Articles of iron or steel,24,61,56,,2269,2464,411,,47929454,61174666,53264867
23,'15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; ...",0,0,44,,283,215,60,,10194217,14451440,15652636
24,'76,Aluminium and articles thereof,61,47,34,,4298,3689,5940,,28738897,36664809,28296236
25,'61,"Articles of apparel and clothing accessories, knitted or crocheted",289,15,34,,990,715,508,,52249668,60784841,45244512
26,'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",0,7,29,,70,123,214,,11037973,14028956,14836798
27,'04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere ...",4,16,26,,49,36,66,,3298274,3858466,3966288
28,'68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",6,13,17,,206,333,193,,10307522,11209812,9763904
