,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Product code,Product label,United States of America's imports from Nepal,United States of America's imports from Nepal,United States of America's imports from Nepal,Nepal's exports to world,Nepal's exports to world,Nepal's exports to world,Nepal's exports to world,United States of America's imports from world,United States of America's imports from world,United States of America's imports from world,United States of America's imports from world
1,Product code,Product label,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023,,Value in 2021,Value in 2022,Value in 2023
2,'TOTAL,All products,117161,143258,143646,,1665728,1299593,1225683,,2935314152,3375948186,3172533052
3,'57,Carpets and other textile floor coverings,41389,58863,57766,,71392,89003,106258,,4216539,3929830,3428095
4,'23,Residues and waste from the food industries; prepared animal fodder,15927,20317,24515,,55208,51194,52869,,4663257,5619357,5116393
5,'63,Other made-up textile articles; sets; worn clothing and worn textile articles; rags,14073,13682,14420,,26281,22157,52380,,22017576,20880022,16829265
6,'62,"Articles of apparel and clothing accessories, not knitted or crocheted",4577,6366,7094,,50154,57786,46185,,35037691,44567971,36346897
7,'95,"Toys, games and sports requisites; parts and accessories thereof",5421,6633,5335,,597,817,9688,,51736985,55201125,44448292
8,'61,"Articles of apparel and clothing accessories, knitted or crocheted",4253,5049,4324,,21875,28000,38412,,52249668,60784841,45244512
9,'99,Commodities not elsewhere specified,2187,2638,3743,,0,0,11348,,120523238,117234923,124977171
10,'42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles ...",3394,4767,3688,,1873,2432,6817,,13929584,17447423,13924379
11,'71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad ...",6347,3407,2031,,9603,6514,6096,,95969683,96960127,89549261
12,'97,"Works of art, collectors' pieces and antiques",2295,2879,1919,,4564,5596,5378,,8377261,10349607,10460361
13,'19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1064,1314,1916,,18327,19071,13888,,11037973,14028956,14836798
14,'56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",1135,1957,1885,,37473,39787,10255,,3398784,3301695,2786665
15,'33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",3087,2678,1848,,14950,12503,9837,,16512895,19450808,20086344
16,'11,Products of the milling industry; malt; starches; inulin; wheat gluten,169,170,1432,,291,1337,3827,,2300512,2922742,2827673
17,'05,"Products of animal origin, not elsewhere specified or included",1272,867,1326,,225,172,1408,,1192682,1390170,1243411
18,'65,Headgear and parts thereof,1254,1697,1187,,1345,965,6143,,3055448,4047005,3147385
19,'48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",990,1111,1162,,7843,14139,7143,,17756056,22401739,19189440
20,'44,Wood and articles of wood; wood charcoal,806,1475,1127,,2022,16755,53798,,35520074,36288065,24018724
21,'94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; ...",262,615,937,,930,983,5110,,81318355,86736616,69006761
22,'84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",160,153,681,,1085,2515,6732,,427918555,475932653,459195220
23,'83,Miscellaneous articles of base metal,1225,1018,570,,2635,3105,14820,,15459873,17444079,14965789
24,'09,"Coffee, tea, mat̩ and spices",904,843,557,,78683,90399,109942,,9431815,12493454,10558710
25,'96,Miscellaneous manufactured articles,338,158,517,,945,2142,5202,,7878340,9074701,8021401
26,'20,"Preparations of vegetables, fruit, nuts or other parts of plants",491,580,390,,43120,48552,1923,,10976028,13668877,13570806
27,'92,Musical instruments; parts and accessories of such articles,615,351,380,,7873,7484,3483,,1613114,1975615,1616084
28,'70,Glass and glassware,118,242,365,,11937,12543,2868,,9477975,10689376,9216582
29,'74,Copper and articles thereof,861,289,241,,2832,5747,5965,,16236022,15562373,14533040
30,'64,"Footwear, gaiters and the like; parts of such articles",307,253,208,,8126,8639,10172,,28407913,37966586,26791727
31,'59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable ...",99,90,205,,13,11,251,,3103161,3281410,2992546
32,'49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, ...",96,181,192,,322,229,564,,5062492,5827198,5067362
33,'30,Pharmaceutical products,180,556,184,,14935,13160,11265,,149410420,164993417,177848476
